cantor,musica,codigo,clipe,at
Tracy Lawrence,If I Don't Make It Back,68-959-05,CDG,G01
Tracy Lawrence,What A Memory,70-093-13,CDG,G00
Tracy Lawrence,Paint Me A Birmingham,77-200-15,CDG,G07
Tracy Lawrence,Stop Drop And Roll,88-301-06,CDG,G10
Tracy Ullman,They Don't Know,72-076-12,CDG,G00
Traditional,Happy Birthday To You,37-045-19,CDG,G00
Traditional,All Of Me,37-063-14,CDG,G00
Traditional,On The Street Where You Live,37-045-08,CDG,G00
Traditional,Bear,15-002-11,CDG,G00
Traditional,The Anniversary Song,37-025-04,CDG,G00
Traditional,Let Me Call You Sweetheart,37-037-17,CDG,G00
Traditional,Frankie & Johnny,37-037-18,CDG,G00
Traditional,Bill Bailey Won't You Please Come Home,37-038-07,CDG,G00
Traditional,Old Folks At Home,37-038-09,CDG,G00
Traditional,Shenandoah,37-038-10,CDG,G00
Traditional,Red River Valley,37-038-11,CDG,G00
Traditional,Auld Lang Syne,37-038-12,CDG,G00
Traditional,Jeannie With The Light Brown Hair,37-038-15,CDG,G00
Traditional,Home On The Range,37-038-18,CDG,G00
Traditional,You Belong To Me,37-045-10,CDG,G00
Traditional,Moonlight Bay,37-045-16,CDG,G00
Traditional,I'm Forever Blowing Bubbles,37-045-18,CDG,G00
Traditional,The Yellow Rose Of Texas,37-061-15,CDG,G00
Traditional,Call Me Irresponsible,37-068-15,CDG,G00
Traditional,Misty,37-070-15,CDG,G00
Traditional,St. Louis Blues,37-072-14,CDG,G00
Traditional,Honeysuckle Rose,37-073-14,CDG,G00
Traditional,Willow Weep For Me,37-076-14,CDG,G00
Traditional,Beyond The Sunset,37-077-16,CDG,G00
Traditional,Maybe It's Because I'm A Londoner,37-078-13,CDG,G00
Traditional,Beautiful Brown Eyes,37-078-14,CDG,G00
Traditional,Buttons & Bows,37-078-15,CDG,G00
Traditional,Wearing Of The Green,37-083-16,CDG,G00
Traditional,Heart & Soul,37-087-17,CDG,G00
Traditional,Who Can I Turn To,37-087-18,CDG,G00
Traditional,San Francisco Bay Blues,37-088-18,CDG,G00
Traditional,Deep In The Heart Of Texas,37-090-16,CDG,G00
Traditional,After You've Gone,37-096-01,CDG,G00
Traditional,Buffalo Gals,37-096-02,CDG,G00
Traditional,Bury Me Not On The Lone Prairie,37-096-03,CDG,G00
Traditional,Alexander's Ragtime Band,37-096-05,CDG,G00
Traditional,My Foolish Heart,37-096-06,CDG,G00
Traditional,Roll Out The Barrel (Beer Barrel Polka),37-096-07,CDG,G00
Traditional,Down In The Valley,37-096-08,CDG,G00
Traditional,Loch Lomond,37-096-09,CDG,G00
Traditional,On Top Of Old Smokey,37-096-10,CDG,G00
Traditional,You Are My Sunshine,37-096-11,CDG,G00
Traditional,Streets Of Laredo,37-096-12,CDG,G00
Traditional,Santa Lucia,37-096-13,CDG,G00
Traditional,The Sidewalks Of New York,37-096-14,CDG,G00
Traditional,There Is A Tavern In The Town,37-096-15,CDG,G00
Traditional,The Nearness Of You,37-098-18,CDG,G00
Traditional,Voices That Care,46-172-03,CDG,G02
Traditional,The Lord's Prayer,46-172-09,CDG,G02
Traditional,Hallelujah Chorus,51-101-23,CDG,G06
Traditional,For He's A Jolly Good Fellow,51-101-25,CDG,G06
Traditional,The Chicken Dance,51-101-47,CDG,G06
Traditional,Amazing Grace,51-105-87,CDG,G06
Traditional,A Way In The Manger,51-106-49,CDG,G06
Traditional,Christ Was Born On Christmas Day,51-106-51,CDG,G06
Traditional,I Heard The Bells On Christmas Day,51-106-54,CDG,G06
Traditional,It Came Upon The Midnight Clear,51-106-55,CDG,G06
Traditional,Noel Noel,51-106-59,CDG,G06
Traditional,At The Cross,51-107-51,CDG,G06
Traditional,I'll Fly Away,51-107-56,CDG,G06
Traditional,The Old Rugged Cross,51-107-79,CDG,G06
Traditional,Are You Washed In The Blood,51-107-93,CDG,G06
Traditional,Blessed Be The Name,51-107-95,CDG,G06
Traditional,God Never Fails,51-108-02,CDG,G06
Traditional,Higher Ground,51-108-03,CDG,G06
Traditional,In The Sweet By And By,51-108-07,CDG,G06
Traditional,Christmas,51-108-08,CDG,G06
Traditional,We Three Kings,51-108-19,CDG,G06
Traditional,In The Garden,51-110-59,CDG,G06
Traditional,Oh Christmas Tree,51-110-60,CDG,G06
Traditional,Rock Of Ages,51-110-62,CDG,G06
Traditional,The First Noel,51-110-64,CDG,G06
Traditional,Jingle Bells,51-111-40,CDG,G06
Traditional,Swanee River,65-022-02,CDG,G00
Traditional,Clementine,65-022-03,CDG,G00
Traditional,Kumba Yah,65-022-05,CDG,G00
Traditional,The Wedding Song,65-181-02,CDG,G00
Traditional,Oh Promise Me,65-181-05,CDG,G00
Traditional,Wedding March,65-181-07,CDG,G00
Traditional,Five Foot Two Eyes Of Blue,67-025-02,CDG,G00
Traditional,Shine On Harvest Moon,67-025-06,CDG,G00
Traditional,My Bonnie Lies Over The Ocean,67-025-08,CDG,G00
Traditional,When The Red Red Robin Comes,67-027-01,CDG,G00
Traditional,In The Shade Of The Old Apple Tree,67-027-02,CDG,G00
Traditional,Meet Me In St. Louis,67-027-03,CDG,G00
Traditional,Margie,67-027-04,CDG,G00
Traditional,For Me & My Gal,67-027-06,CDG,G00
Traditional,Wait 'til The Sunshines Nellie,67-027-07,CDG,G00
Traditional,When You Wore A Tulip And I Wore A Big Red Rose,67-027-08,CDG,G00
Traditional,Dixie,67-028-04,CDG,G00
Traditional,You Made Me Love You,67-029-01,CDG,G00
Traditional,Toot Toot Tootsie,67-029-02,CDG,G00
Traditional,Ma (He's Making Eyes At Me),67-029-03,CDG,G00
Traditional,After The Ball,67-029-04,CDG,G00
Traditional,Yes Sir That's My Baby,67-029-05,CDG,G00
Traditional,Take Me Out To The Ball Game,67-029-07,CDG,G00
Traditional,I Want A Girl Just Like The Girl That Married Dear Old Dad,67-029-08,CDG,G00
Traditional,On The Sunny Side Of The Street,67-033-01,CDG,G00
Traditional,In A Shanty In Old Shanty Town,67-033-02,CDG,G00
Traditional,Cheek To Cheek,67-033-03,CDG,G00
Traditional,Stardust,67-033-05,CDG,G00
Traditional,Harbor Lights,67-033-06,CDG,G00
Traditional,Pennies From Heaven,67-033-07,CDG,G00
Traditional,I Can't Give You Anything But Love,67-033-08,CDG,G00
Traditional,There'll Be Some Changes Made,67-034-01,CDG,G00
Traditional,Anniversary Waltz,67-034-02,CDG,G00
Traditional,A String Of Pearls,67-034-03,CDG,G00
Traditional,In The Mood,67-034-04,CDG,G00
Traditional,Skylark,67-034-05,CDG,G00
Traditional,That Old Black Magic,67-034-07,CDG,G00
Traditional,Moonlight Becomes You,67-034-08,CDG,G00
Traditional,Autumn In New York,67-035-01,CDG,G00
Traditional,September Song,67-035-02,CDG,G00
Traditional,Bewitched,67-035-05,CDG,G00
Traditional,Because Of You,67-035-06,CDG,G00
Traditional,The More I See You,67-035-07,CDG,G00
Traditional,Rum & Coca-Cola,67-035-08,CDG,G00
Traditional,Cuddle Up A Little Closer Lovey Mine,67-037-01,CDG,G00
Traditional,Put On Your Old Gray Bonnet,67-037-02,CDG,G00
Traditional,Side By Side,67-037-03,CDG,G00
Traditional,K-K-K-Katy,67-037-04,CDG,G00
Traditional,My Gal Sal,67-037-05,CDG,G00
Traditional,Oh Susanna,67-037-06,CDG,G00
Traditional,My Old Kentucky Home,67-037-07,CDG,G00
Traditional,I Wonder Who's Kissing Her Now,67-037-08,CDG,G00
Traditional,Somos Diferentes,67-109-07,CDG,G03
Traditional,More,75-001-02,CDG,G00
Traditional,The Way You Look Tonight,75-001-03,CDG,G00
Traditional,I'm Old Fashioned,75-001-04,CDG,G00
Traditional,My Romance,75-001-05,CDG,G00
Traditional,On A Slow Boat To China,75-001-06,CDG,G00
Traditional,Angel Eyes,75-001-08,CDG,G00
Traditional,Satin Doll,75-001-09,CDG,G00
Traditional,My One & Only Love,75-001-10,CDG,G00
Traditional,Good Morning Heartache,75-001-13,CDG,G00
Traditional,Like Someone In Love,75-001-14,CDG,G00
Traditional,You Don't Know What Love Is,75-001-15,CDG,G00
Traditional,New Year Countdown & Auld Lang Syne,87-100-20,CDG,G10
Traditional,Happy Birthday To You,99-248-17,SB-BGV,L5U
Traditional,I Could Have Danced All Night,99-600-02,SB-BGV,L5U
Traditional,Tenesee Waltz,99-600-06,SB-BGV,L5U
Traditional,Here There And Everyqhere,99-600-15,SB-BGV,L5U
Traditional,A Song For You,99-600-20,SB-BGV,L5U
Traditional,Run Away,99-600-22,SB-BGV,L5U
Traditional,Be My Babe,99-600-27,SB-BGV,L5U
Traditional,Baby Face,99-600-28,SB-BGV,L5U
Traditional,Lipstick On Your Collar,99-600-29,SB-BGV,L5U
Traditional,It's A Sin To Tell A Lie,99-600-31,SB-BGV,L5U
Traditional,All Of Me,99-600-33,SB-BGV,L5U
Traditional,When You're Smiling,99-600-34,SB-BGV,L5U
Traditional,On The Street Where You Live,99-600-37,SB-BGV,L5U
Traditional,My Home Town,99-600-42,SB-BGV,L5U
Traditional,Little Darlin',99-600-52,SB-BGV,L5U
Traditional,Lover Come Back To Me,99-600-53,SB-BGV,L5U
Traditional,I'm Gonna Knock On Your Door,99-600-54,SB-BGV,L5U
Traditional,Fascination,99-600-55,SB-BGV,L5U
Traditional,The Shadow Of Your Smile,99-600-57,SB-BGV,L5U
Traditional (Big Band),Deck The Halls,74-918-12,CDG,G04
Traffic,Here Comes A Man,68-242-15,CDG,G00
Traffic,The Low Spark Of High Heeled Boys,75-004-13,CDG,G04
Traffic Light.,Traffic Jam,98-853-62,PV,C30
Traffic Light.,Dance Dance!!,98-853-61,PV,C30
Trailer Choir,Shakin' That Tailgate,54-012-07,CDG,G06
Train,Drops Of Jupiter,97-048-85,VDK,USA2
Train,Hey Soul Sister,97-193-36,VDK,INT07A
Train,Marry Me,96-507-38,I00,JUK
Train,Mermaid,11-107-25,CDG,G13
Train,Better Off Alive,11-111-05,CDG,G13
Train,Lincoln Avenue,11-111-06,CDG,G13
Train,I Am,16-006-08,CDG,G09
Train,Something More,16-110-09,CDG,G09
Train,Hey Soul Sister,16-912-06,CDG,G04
Train,Meet Virginia,23-001-06,CDG,G00
Train,Drops Of Jupiter,23-015-04,CDG,G00
Train,She's On Fire,23-021-05,CDG,G00
Train,If It's Love,23-135-03,CDG,G05
Train,Save Me San Francisco,53-006-06,CDG,G05
Train,Marry Me,53-101-05,CDG,G06
Train,Calling All Angels (Radio Version),68-827-15,CDG,G01
Train,When I Look To The Sky,68-845-07,CDG,G01
Train,Drive By,72-315-14,CDG,G09
Train,Play That Song,72-373-05,CDG,G18
Train,Drive By,73-170-09,CDG,G15
Train,50 Ways To Say Goodbye,73-173-05,CDG,G15
Train,Ordinary,77-203-07,CDG,G07
Train,Cab,77-402-52,CDG,G06
Train,Give Myself To You,77-402-92,CDG,G06
Trammps,Disco Inferno,67-597-10,CDG,G00
Trammps,Zing Went The Strings Of My Heart,74-820-06,CDG,G01
Transplants,Diamonds & Guns,56-303-07,CDG,G00
Transvision Vamp,I Want Your Love,72-166-05,CDG,G00
Transvision Vamp,Baby I Don't Care,74-897-08,CDG,G02
Tranzas,Un Nuevo Amor,33-316-12,CDG,G07
Trapt,Echo,56-405-09,CDG,G05
Trapt,Headstrong (Radio Version),68-831-09,CDG,G00
Trapt,Still Frame,68-859-13,CDG,G01
Trashmen,Surfing Bird,72-299-15,CDG,G06
Traveling Wilburys,End Of The Line,74-851-07,CDG,G01
Traveling Wilburys,Handle With Care,74-876-14,CDG,G01
Traveling Wilburys,Heading For The Light,74-911-15,CDG,G03
Travie McCoy,Billionaire,11-111-07,CDG,G13
Travie McCoy,We'll Be Alright,23-168-09,CDG,G07
Travie McCoy & Bruno Mars,Billionaire,97-025-83,VDK,INT04C
Travie McCoy & Bruno Mars,Billionaire,96-507-39,I00,JUK
Travie McCoy & Bruno Mars,Billionaire,53-006-03,CDG,G05
Travie McCoy & Bruno Mars,Billionaire,72-294-05,CDG,G05
Travis,Side,41-003-08,CDG,G00
Travis,Why Does It Always Rain On Me,68-622-05,CDG,G01
Travis,Turn,72-154-06,CDG,G10
Travis,Sing,72-179-11,CDG,G00
Travis,Flowers In The Window,72-181-05,CDG,G00
Travis,Re-Offender,72-209-10,CDG,G01
Travis,Closer,72-255-15,CDG,G01
Travis,Tied To The Nineties,74-842-12,CDG,G01
Travis Scott,Antidote,87-137-15,CDG,G16
Travis Tritt,Anymore,97-090-91,VDK,C08A
Travis Tritt,All I Want For Christmas Dear Is You,15-230-07,CDG,G18
Travis Tritt,More Than You'll Ever Know,25-605-13,CDG,G17
Travis Tritt,Where Corn Don't Grow,32-702-18,CDG,G00
Travis Tritt,She's Going Home With Me,32-705-17,CDG,G00
Travis Tritt,Can I Trust You With My Heart,37-078-02,CDG,G00
Travis Tritt,Ten Feet Tall & Bulletproof,51-102-77,CDG,G06
Travis Tritt,It's A Great Day To Be Alive,51-105-42,CDG,G06
Travis Tritt,Foolish Pride,51-107-43,CDG,G06
Travis Tritt,I'm Gonna Be Somebody,51-108-06,CDG,G06
Travis Tritt,Nothing Short Of Dying,51-108-87,CDG,G06
Travis Tritt,Take It Easy,51-110-63,CDG,G06
Travis Tritt,Love Of A Woman,54-109-04,CDG,G00
Travis Tritt,Put Some Drive In Your Country,65-119-01,CDG,G00
Travis Tritt,Anymore,65-119-04,CDG,G00
Travis Tritt,Help Me Hold On,65-119-06,CDG,G00
Travis Tritt,Between An Old Memory & Me,65-119-07,CDG,G00
Travis Tritt,T-R-O-U-B-L-E,67-593-04,CDG,G00
Travis Tritt,Here's A Quarter,68-101-01,CDG,G00
Travis Tritt,Country Club,68-102-09,CDG,G00
Travis Tritt,Lord Have Mercy On The Working Man,68-103-01,CDG,G00
Travis Tritt,The Whiskey Ain't Workin' Anymore,68-136-09,CDG,G00
Travis Tritt,Tell Me I Was Dreaming,68-171-01,CDG,G04
Travis Tritt,Looking Out For Number One,68-200-08,CDG,G00
Travis Tritt,Worth Every Mile,68-260-12,CDG,G00
Travis Tritt,Modern Day Bonnie & Clyde,68-745-15,CDG,G00
Travis Tritt,The Girl's Gone Wild,68-881-02,CDG,G01
Travis Tritt,I See Me,68-920-04,CDG,G01
Travis Tritt,Strong Enough To Be Your Man,70-098-03,CDG,G00
Travis Tritt,You Can't Count Me Out Yet,70-103-05,CDG,G00
Travis Tritt,Country Ain't Country,70-104-10,CDG,G00
Travis Tritt,Writing To Reach You,72-136-10,CDG,G05
Travis Tritt,Driftwood,74-802-02,CDG,G01
Travis Tritt & John Mellencamp,What Say You,77-201-16,CDG,G07
Travis Tritt & Lari White,Helping Me Get Over You,68-388-15,CDG,G00
Trazendo a Arca,Sobre As Águas,97-029-58,VDK,EV4
Trazendo a Arca,A Marca Da Promessa,97-029-62,VDK,EV4
Trazendo a Arca,Desejo Do Meu Coração,97-029-72,VDK,EV4
Trazendo a Arca,Pra Tocar No Manto,97-029-90,VDK,EV4
Trazendo a Arca,Se A Tua Voz Ouvir,97-029-95,VDK,EV4
Tre,Take Your Time,34-907-04,CDG,G09
Trebol Clan & Hector & Tito & Lunytunes,No Le Temas A El,68-937-09,CDG,G01
Tree63,Blessed Be Your Name,68-919-09,CDG,G01
Trem da Alegria,He-Man,97-026-89,VDK,21
Trem da Alegria,Thundercats,97-029-38,VDK,22
Trem da Alegria,É De Chocolate,97-030-69,VDK,1
Trem da Alegria,Uni, Duni, Te,97-032-83,VDK,1
Trem da Alegria,Dona Felicidade,97-075-26,VDK,INF1
Trem da Alegria,Piuí Abacaxi,97-075-44,VDK,INF1
Trem da Alegria,Na Casca Do Ovo,97-157-77,VDK,27
Trem da Alegria,Pra Ver Se Cola,97-158-89,VDK,28
Trem da Alegria e Xuxa,Iô-Iô,97-161-33,VDK,30
Tremeloes,Silence Is Golden,40-052-13,CDG,G00
Tremeloes,Here Comes My Baby,72-099-09,CDG,G05
Tremeloes,Even The Bad Times Are Good,86-906-13,CDG,G05
Tremeloes & Roberta Flack,Me And My Life,74-803-07,CDG,G01
Tremendo,Isso É Tremendo,97-028-68,VDK,22
Trent Tomlinson,One Wing In The Fire,09-003-10,CDG,G04
Trent Tomlinson,Just Might Have Her Radio On,09-011-01,CDG,G03
Trent Tomlinson,Angels Like Her,54-001-08,CDG,G04
Trent Tomlinson,A Man Without A Woman,54-112-03,CDG,G08
Trent Tomlinson,Henry Cartwright's Produce Stand,54-909-05,CDG,G04
Trent Tomlinson,Drunker Than Me,68-956-07,CDG,G01
Trent Willmon,On Again Tonight,68-989-06,CDG,G01
Trent Willmon,There Is A God,70-160-12,CDG,G07
Trent Willmon,Beer Man,77-200-63,CDG,G07
Trent Willmon,Dixie Rose Deluxe's,77-201-07,CDG,G07
Tres De Copas,Amor Mio,33-082-07,CDG,G06
Tres Diamantes,Mienteme,33-221-07,CDG,G04
Tres Diamantes,Condicion,33-221-08,CDG,G04
Trevor Moran,Echo,15-213-04,CDG,G18
Trey Songz,Can't Be Friends,58-101-01,CDG,G06
Trey Songz,Love Faces,58-103-04,CDG,G06
Trey Songz,Simply Amazing,72-319-17,CDG,G09
Trey Songz,Gotta Go,77-401-42,CDG,G06
trf,Memorial Snow,99-878-38,SB,M15
trf,Innovation,99-867-13,SB,M12
trf,We are all Bloomin',99-859-29,SB,M09
trf,Silence whispers,99-859-28,SB,M09
trf,Embrace,99-382-09,SB,L3
trf,Be Free,99-377-10,SB,L3
trf,Try or cry,99-368-07,SB,L3
trf,Frame,99-363-09,SB,L3
trf,Unite! The night!,99-360-07,SB,L3
trf,Legend of wind,99-330-08,SB,L2
trf,Silent night,99-328-07,SB,L2
trf,Brave Story,99-321-08,SB,L2
trf,Hey! Ladies & Gentlemen,99-316-07,SB,L2
trf,Love & Peace Forever,99-309-08,SB,L2
trf,Teens,99-306-07,SB,L2
trf,Happening Here,99-302-07,SB,L2
trf,Brand New Tomorrow,99-300-06,SB,L2
trf,Overnight Sensation ~ JIDAI WA ANATA NI YUDANETERU,99-278-07,SB,L1
trf,Masquerade,99-273-09,SB,L1
trf,Silver and Gold dance,99-273-08,SB,L1
trf,Crazy Gonna Crazy,99-270-16,SB,L1
trf,Boy Meets Girl,99-254-11,SB,L1
trf,Survival Dance - no no cry more,99-252-13,SB,L1
trf,SAMUI YORU DAKARA ...,99-242-12,SB,L1
trf,Ez Do Dance,99-231-05,SB,L0
trf,Innovation,98-978-07,PV,C11
trf,We are all Bloomin',98-966-86,PV,C06
trf,Silence whispers,98-962-72,PV,C05
trf,Uncontrollable,98-934-54,PV,C15
trf,Memorial Snow,98-934-53,PV,C15
trf,Overnight Sensation ~ JIDAI WA ANATA NI YUDANETERU,98-824-08,PV,C25
trf,Crazy Gonna Crazy,98-824-07,PV,C25
trf,Boy Meets Girl,98-812-65,PV,C23
trf,Push your back,98-805-42,PV,C22
trf,Because of U,98-805-41,PV,C22
Tribalistas,Já Sei Namorar,97-064-95,VDK,6
Tribalistas,Velha Infância,97-065-58,VDK,6
Tribalistas,Tribalistas,97-065-95,VDK,6
Tribalistas,Passe Em Casa,97-066-68,VDK,7
Tribalistas,É Você,97-066-93,VDK,7
Tribalistas,Anjo Da Guarda,97-067-22,VDK,7
Tribalistas,Carnavália,97-068-96,VDK,8
Tribalistas,Grão De Amor,97-094-63,VDK,13
Tribalistas,Joga Arroz,97-152-52,VDK,24
Tribalistas,Grão De Amor,96-024-52,N00,JUK
Tribalistas,Anjo Da Guarda,96-024-53,N00,JUK
Tribalistas,Carnalismo,96-024-54,N00,JUK
Tribalistas,Carnavália,96-024-55,N00,JUK
Tribalistas,É Você,96-024-56,N00,JUK
Tribalistas,Já Sei Namorar,96-024-57,N00,JUK
Tribalistas,Lá De Longe,96-024-58,N00,JUK
Tribalistas,Mary Cristo,96-024-59,N00,JUK
Tribalistas,O Amor É Feio,96-024-60,N00,JUK
Tribalistas,Passe Em Casa,96-024-61,N00,JUK
Tribalistas,Pecado É Lhe Deixar De Molho,96-024-62,N00,JUK
Tribalistas,Tribalistas,96-024-63,N00,JUK
Tribalistas,Um A Um,96-024-64,N00,JUK
Tribalistas,Velha Infância,96-024-65,N00,JUK
Tribalistas,Baião do Mundo,96-029-40,N00,JUK
Tribalistas,Feliz e Saudável,96-029-41,N00,JUK
Tribalistas,Lutar e Vencer,96-029-44,N00,JUK
Tribalistas,Os Peixinhos,96-029-45,N00,JUK
Tribalistas,Trabalivre,96-029-46,N00,JUK
Tribo de Jah,Uma Onda Que Passou,97-060-37,VDK,4
Triceratops,BOKURA NO IPPO,98-963-72,PV,C05
Triceratops,Startin' Lovin'(with May J.),98-949-17,PV,C18
Triceratops,Shout!,98-845-71,PV,C29
Trick Daddy,In Da Wind,68-778-02,CDG,G00
Trick Daddy & Ludacris & Cee Lo,Sugar (Gimme Some),68-914-15,CDG,G01
Trick Pony,On A Night Like This,54-109-05,CDG,G00
Trick Pony,Pour Me,68-738-04,CDG,G00
Trick Pony,A Boy Like You,68-823-05,CDG,G01
Trick Pony,The Bride,68-884-04,CDG,G01
Trick Pony,It's A Heartache,68-920-03,CDG,G01
Trick Pony,Ain't Wastin' Good Whiskey On You,68-959-15,CDG,G01
Trick Pony,On A Mission,70-099-05,CDG,G00
Trick Pony,Just What I Do,84-127-09,CDG,G00
Trident,Purest Blue,98-845-72,PV,C29
Triggerfinger,I Follow Rivers,11-111-08,CDG,G13
Trignal,Summer magic,98-812-66,PV,C23
Trik Turner,Sacrifice,56-210-02,CDG,G00
Trillville,Neva Eva,77-201-74,CDG,G07
Trina & Kelly Rowland,Here We Go,77-401-34,CDG,G06
Trina & Monica,Always,58-007-01,CDG,G05
Trini Lopez,Lemon Tree,37-060-05,CDG,G00
Trini Lopez,Down By The Riverside,67-036-06,CDG,G00
Trini Lopez,If I Had A Hammer,72-064-15,CDG,G04
Trini Lopez,Guantanamera,74-901-07,CDG,G04
Trio,Da Da Da,97-191-67,VDK,INT06A
Trio,Da Da Da,53-709-09,CDG,G00
Trio Bravana,Mãe, Tô Na Balada,97-028-34,VDK,22
Trio Bravana,3 Amigos,97-153-21,VDK,25
Trio do Brasil e Bruno e Marrone,Luz Da Minha Vida-Último Adeus,96-028-07,N00,JUK
Trio do Brasil e Di Paullo e Paulino,Barco De Papel-Homem De Pedra,96-027-98,N00,JUK
Trio Esperança,Filme Triste,97-043-94,VDK,4
Trio Esperança,A Festa Do Bolinha,97-060-42,VDK,4
Trio Esperança,O Passo Do Elefantinho,97-063-42,VDK,5
Trio Esperança,Bolinha De Sabão,97-075-11,VDK,INF1
Trio Esperança,O Retrato,97-076-59,VDK,11
Trio Esperança,Arrasta A Sandália,97-152-08,VDK,24
Trio Esperança,Olhando Para O Céu (Sukiyaki),97-153-46,VDK,25
Trio Irakitan,Desesperadamente,97-079-40,VDK,12
Trio Irakitan,Perfídia,97-156-73,VDK,27
Trio Los Angeles,Vem Dançar Mambolê,97-027-59,VDK,21
Trio Los Angeles,Transas E Caretas,97-077-14,VDK,11
Trio Los Panchos,Besame Mucho,99-416-08,SB-BGV,L5U
Trio Los Panchos,Quizas Quizas Quizas,99-416-09,SB-BGV,L5U
Trio Los Panchos,Amor,99-659-01,SB-BGV,SB-USA2
Trio Los Panchos,Estrellita,99-659-02,SB-BGV,SB-USA2
Trio Los Panchos,Historia De Um Amor,99-659-03,SB-BGV,SB-USA2
Trio Los Panchos,La Malaguena,99-659-04,SB-BGV,SB-USA2
Trio Los Panchos,Quien Sera,99-659-05,SB-BGV,SB-USA2
Trio Los Panchos,Solamente Uma Vez,99-659-06,SB-BGV,SB-USA2
Trio Monterrey,Ojos Cafes,33-221-02,CDG,G04
Trio Monterrey,Eternamente,33-224-05,CDG,G04
Trio Nordestino,Mulher Rendeira,97-156-13,VDK,26
Trio Nordestino,Na Emenda,97-160-67,VDK,29
Trio Nordestino e Alcione,O Neném,97-159-48,VDK,28
Trio Parada Dura,Telefone Mudo,97-098-91,VDK,14
Trio Parada Dura,As Andorinhas,97-157-25,VDK,27
Trio Parada Dura e Marília Mendonça,Aceita Que Dói Menos,97-901-86,VDK,YT00
Trio Parada Dura e Marília Mendonça,Aceita Que Dói Menos,96-028-36,N00,JUK
Trio Parada Dura e Zé Neto & Cristiano,Vivendo Aqui No Mato,97-902-70,VDK,YT00
Triplane,NATSU GA OWAREBA,99-887-95,SB,M17
Triplane,Dear Friends,99-884-03,SB,M16
Triplane,Monologue,99-878-39,SB,M15
Triplane,Fighters TO TOMO NI,99-524-11,SB,M23
Triplane,Monologue,98-978-09,PV,C11
Triplane,TOMO YO,98-944-60,PV,C17
Triplane,NATSU GA OWAREBA,98-944-59,PV,C17
Triplane,KIMI Drops,98-944-58,PV,C17
Triplane,Dear Friends,98-944-57,PV,C17
Triplane,Panorama SEKAI,98-908-34,PV,C20
Triplane,Fighters TO TOMO NI,98-812-67,PV,C23
Triple-P,NAGAREBOSHI,98-977-82,PV,C11
Triple-P,HOSHI NI NEGAI O,98-970-96,PV,C07
Triple-P,Jump,98-962-73,PV,C05
Trisha Yearwood,I Fall To Pieces,11-111-09,CDG,G13
Trisha Yearwood,Perfect Love,28-013-02,CDG,G00
Trisha Yearwood,There Goes My Baby,28-013-14,CDG,G00
Trisha Yearwood,Everybody Knows,32-611-15,CDG,G00
Trisha Yearwood,Where Your Road Leads,51-103-60,CDG,G06
Trisha Yearwood,Real Live Woman,51-104-74,CDG,G06
Trisha Yearwood,The Song Remembers When,65-096-01,CDG,G00
Trisha Yearwood,Wrong Side Of Memphis,65-096-02,CDG,G00
Trisha Yearwood,Thinkin' About You,65-096-03,CDG,G00
Trisha Yearwood,Xxx's & Ooo's (An American Girl),65-096-04,CDG,G00
Trisha Yearwood,You Say You Will,65-096-06,CDG,G00
Trisha Yearwood,Those Words We Said,65-096-07,CDG,G00
Trisha Yearwood,You Can Sleep While I Drive,65-143-01,CDG,G00
Trisha Yearwood,The Woman Before Me,65-143-02,CDG,G00
Trisha Yearwood,Down On My Knees,65-143-03,CDG,G00
Trisha Yearwood,Believe Me Baby (I Lied),65-143-06,CDG,G00
Trisha Yearwood,It Wasn't His Child,65-173-03,CDG,G00
Trisha Yearwood,You're Where I Belong,65-245-01,CDG,G00
Trisha Yearwood,I'll Still Love You More,65-245-08,CDG,G00
Trisha Yearwood,That's What I Like About You,67-515-15,CDG,G00
Trisha Yearwood,How Do I Live,67-595-05,CDG,G00
Trisha Yearwood,She's In Love With The Boy,68-101-07,CDG,G00
Trisha Yearwood,On A Bus To St. Cloud,68-211-07,CDG,G00
Trisha Yearwood,Woman Walk The Line,68-317-13,CDG,G04
Trisha Yearwood,I Need You,68-358-05,CDG,G00
Trisha Yearwood,I Would've Loved You Anyway,68-738-14,CDG,G00
Trisha Yearwood,Trying To Love You,68-965-12,CDG,G01
Trisha Yearwood,The Sweetest Gift,68-990-12,CDG,G01
Trisha Yearwood,Georgia Rain (Radio Version),68-991-09,CDG,G01
Trisha Yearwood,I Don't Paint Myself Into Corners,70-098-04,CDG,G00
Trisha Yearwood & Don Henley,Walkaway Joe,65-096-05,CDG,G00
Trisha Yearwood & Garth Brooks,In Another's Eyes,32-710-12,CDG,G00
Trisha Yearwood & Garth Brooks,Like We Never Had A Broken Heart,68-128-08,CDG,G00
Trisha Yearwood & Joe Diffie,Walk Away Joe,21-010-07,CDG,G00
Triumph,Lay It On The Line,11-004-14,CDG,G00
Triumph,Magic Power,68-791-07,CDG,G00
Triumph The Insult Comic Dog,I Keed (Radio Version),68-864-14,CDG,G01
Troggs,Wild Thing,67-202-03,CDG,G00
Troggs,With A Girl Like You,72-054-11,CDG,G01
Troggs,I Can't Control Myself,72-099-07,CDG,G05
Trombone Shorty & Jeff Beck,Do To Me,58-112-08,CDG,G08
Tropicalisimo Apache,El Paso Del Gusanito,33-006-01,CDG,G04
Troy Olson,Summer Thing,26-445-07,CDG,G06
